mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_max_features,param_n_estimators,param_random_state,params,split0_test_score,split1_test_score,mean_test_score,std_test_score,rank_test_score
0.3428260087966919,0.006566882133483887,0.021594882011413574,0.004272103309631348,5,0.5,100,2021,"{'max_depth': 5, 'max_features': 0.5, 'n_estimators': 100, 'random_state': 2021}",0.8076923076923077,0.8792270531400966,0.8434596804162022,0.035767372723894464,24
0.6629678010940552,0.005576968193054199,0.03238177299499512,0.0029234886169433594,5,0.5,200,2021,"{'max_depth': 5, 'max_features': 0.5, 'n_estimators': 200, 'random_state': 2021}",0.8269230769230769,0.8888888888888888,0.8579059829059829,0.030982905982905984,2
1.0038416385650635,0.009377479553222656,0.05864298343658447,0.00568997859954834,5,0.5,300,2021,"{'max_depth': 5, 'max_features': 0.5, 'n_estimators': 300, 'random_state': 2021}",0.8317307692307693,0.8792270531400966,0.855478911185433,0.023748141954663682,4
0.3477365970611572,0.00932455062866211,0.017571449279785156,0.0009875297546386719,5,0.7,100,2021,"{'max_depth': 5, 'max_features': 0.7, 'n_estimators': 100, 'random_state': 2021}",0.8173076923076923,0.8840579710144928,0.8506828316610926,0.03337513935340025,10
0.7086721658706665,0.001504063606262207,0.03721892833709717,0.000764012336730957,5,0.7,200,2021,"{'max_depth': 5, 'max_features': 0.7, 'n_estimators': 200, 'random_state': 2021}",0.8221153846153846,0.8792270531400966,0.8506712188777406,0.028555834262356028,11
1.0447691679000854,0.0014761686325073242,0.054926395416259766,0.0004456043243408203,5,0.7,300,2021,"{'max_depth': 5, 'max_features': 0.7, 'n_estimators': 300, 'random_state': 2021}",0.8269230769230769,0.8840579710144928,0.8554905239687849,0.02856744704570796,3
0.2841620445251465,0.0006022453308105469,0.0171433687210083,0.001284480094909668,5,1.0,100,2021,"{'max_depth': 5, 'max_features': 1, 'n_estimators': 100, 'random_state': 2021}",0.8509615384615384,0.8502415458937198,0.8506015421776292,0.00035999628390931404,12
0.5489379167556763,0.0031810998916625977,0.03527259826660156,0.001241445541381836,5,1.0,200,2021,"{'max_depth': 5, 'max_features': 1, 'n_estimators': 200, 'random_state': 2021}",0.8365384615384616,0.8502415458937198,0.8433900037160906,0.006851542177629122,27
0.7962038516998291,0.0009679794311523438,0.050234079360961914,0.002045154571533203,5,1.0,300,2021,"{'max_depth': 5, 'max_features': 1, 'n_estimators': 300, 'random_state': 2021}",0.8509615384615384,0.8599033816425121,0.8554324600520253,0.004470921590486843,5
0.3226909637451172,0.004065036773681641,0.02227950096130371,0.0037794113159179688,10,0.5,100,2021,"{'max_depth': 10, 'max_features': 0.5, 'n_estimators': 100, 'random_state': 2021}",0.8125,0.8792270531400966,0.8458635265700483,0.03336352657004832,20
0.6255038976669312,0.0027619600296020508,0.03235328197479248,0.001520991325378418,10,0.5,200,2021,"{'max_depth': 10, 'max_features': 0.5, 'n_estimators': 200, 'random_state': 2021}",0.8125,0.8888888888888888,0.8506944444444444,0.03819444444444442,8
0.9696663618087769,0.002558588981628418,0.057280540466308594,0.0017936229705810547,10,0.5,300,2021,"{'max_depth': 10, 'max_features': 0.5, 'n_estimators': 300, 'random_state': 2021}",0.8221153846153846,0.8743961352657005,0.8482557599405425,0.02614037532515795,16
0.3226969242095947,0.0012540817260742188,0.024741411209106445,0.003194570541381836,10,0.7,100,2021,"{'max_depth': 10, 'max_features': 0.7, 'n_estimators': 100, 'random_state': 2021}",0.8173076923076923,0.8695652173913043,0.8434364548494984,0.026128762541806017,25
0.7230769395828247,0.021815896034240723,0.044852495193481445,0.013573646545410156,10,0.7,200,2021,"{'max_depth': 10, 'max_features': 0.7, 'n_estimators': 200, 'random_state': 2021}",0.8173076923076923,0.8792270531400966,0.8482673727238945,0.030959680416202173,15
1.0698316097259521,0.0037076473236083984,0.05190384387969971,0.0018268823623657227,10,0.7,300,2021,"{'max_depth': 10, 'max_features': 0.7, 'n_estimators': 300, 'random_state': 2021}",0.8269230769230769,0.8695652173913043,0.8482441471571907,0.021321070234113726,18
0.2952260971069336,0.004431009292602539,0.01897740364074707,0.0013425350189208984,10,1.0,100,2021,"{'max_depth': 10, 'max_features': 1, 'n_estimators': 100, 'random_state': 2021}",0.8605769230769231,0.8599033816425121,0.8602401523597176,0.00033677071720550344,1
0.5953420400619507,0.0016280412673950195,0.03491008281707764,0.0017849206924438477,10,1.0,200,2021,"{'max_depth': 10, 'max_features': 1, 'n_estimators': 200, 'random_state': 2021}",0.8605769230769231,0.8454106280193237,0.8529937755481234,0.0075831475287997385,6
0.8369439840316772,0.005082964897155762,0.05154848098754883,0.0022165775299072266,10,1.0,300,2021,"{'max_depth': 10, 'max_features': 1, 'n_estimators': 300, 'random_state': 2021}",0.8653846153846154,0.8405797101449275,0.8529821627647715,0.012402452619843962,7
0.3242969512939453,0.0017600059509277344,0.017694950103759766,0.0005040168762207031,20,0.5,100,2021,"{'max_depth': 20, 'max_features': 0.5, 'n_estimators': 100, 'random_state': 2021}",0.8125,0.8792270531400966,0.8458635265700483,0.03336352657004832,20
0.6180906295776367,0.012078523635864258,0.03467237949371338,0.003872513771057129,20,0.5,200,2021,"{'max_depth': 20, 'max_features': 0.5, 'n_estimators': 200, 'random_state': 2021}",0.8125,0.8888888888888888,0.8506944444444444,0.03819444444444442,8
0.9139835834503174,0.0025603771209716797,0.049809813499450684,0.0018481016159057617,20,0.5,300,2021,"{'max_depth': 20, 'max_features': 0.5, 'n_estimators': 300, 'random_state': 2021}",0.8221153846153846,0.8743961352657005,0.8482557599405425,0.02614037532515795,16
